train_id,old_train,day_week,departure_station,departure_time,arrival_id,arrival_time,circulation,country,route_id,travel_time,d_station_group,a_station_group,d_station_group,Heavy,Electric,Diesel,H_E,H_D,N_E,loco_metatype,loco_req
1896,PL002PL013,6,PL002,43883.41875,PL013,43883.51597,4,,R055,,,,,,,,,,,N_D,Type6
1897,PL017PL022,6,PL017,43883.43611,PL022,43883.4875,4,,R068,,,,,,,,,,,N_E,Type8
1898,PL003PL022,6,PL003,43883.45139,PL022,43883.59514,4,,R060,,,,,,,,,,,N_E,Type8
1899,PL035PL020,6,PL035,43883.45833,PL020,43883.625,4,,R094,,,,,,,,,,,H_D,Type4
1900,PL015PL101,6,PL015,43883.4625,PL101,43883.65,4,,R101,,,,,,,,,,,H_E,Type5
1901,PL003PL033,6,PL003,43883.47014,PL033,43883.49167,4,,R048,,,,,,,,,,,H_E,Type5
1902,PL094PL032,6,PL094,43883.47431,PL032,43883.60278,4,,R015,,,,,,,,,,,0,Type3
1903,PL015PL077,6,PL015,43883.5,PL077,43883.90625,4,,R145,,,,,,,,,,,H_E,Type5
1904,PL032PL011,6,PL032,43883.5,PL011,43883.63194,4,,R052,,,,,,,,,,,H_E,Type5
1905,PL076PL020,6,PL076,43883.5,PL020,43883.54167,4,,R051,,,,,,,,,,,N_D,Type6
1906,PL094PL011,6,PL094,43883.54167,PL011,43883.54931,4,,R038,,,,,,,,,,,0,Type3
1907,PL029PL094,6,PL029,43883.54861,PL094,43883.55903,4,,R053,,,,,,,,,,,N_D,Type6
1908,PL032PL094,6,PL032,43883.55694,PL094,43883.75486,4,,R015,,,,,,,,,,,0,Type3
1909,PL006PL020,6,PL006,43883.55903,PL020,43883.86111,4,,R054,,,,,,,,,,,N_E,Type8
1910,PL013PL002,6,PL013,43883.5875,PL002,43883.70694,4,,R055,,,,,,,,,,,N_D,Type6
1911,PL050PL034,6,PL050,43883.61042,PL034,43883.7,4,,R071,,,,,,,,,,,H_E,Type5
1912,PL007PL011,6,PL007,43883.61111,PL011,43883.79931,4,,R172,,,,,,,,,,,N_E,Type8
1913,PL094PL032,6,PL094,43883.64236,PL032,43883.78611,4,,R015,,,,,,,,,,,0,Type3
1914,PL112PL083,6,PL112,43883.64861,PL083,43884.04444,4,,R140,,,,,,,,,,,H_E,Type5
1915,PL101PL107,6,PL101,43883.66319,PL107,43883.88611,4,,R177,,,,,,,,,,,H_E,Type5
1916,PL033PL003,6,PL033,43883.67431,PL003,43883.69583,4,,R048,,,,,,,,,,,H_E,Type5
1917,PL011PL094,6,PL011,43883.68403,PL094,43883.69028,4,,R038,,,,,,,,,,,N_D,Type6
1918,PL006PL013,6,PL006,43883.6875,PL013,43883.80486,4,,R059,,,,,,,,,,,N_D,Type6
1919,PL022PL003,6,PL022,43883.70139,PL003,43883.87014,4,,R060,,,,,,,,,,,N_E,Type8
1920,PL011PL094,6,PL011,43883.72222,PL094,43883.72778,4,,R038,,,,,,,,,,,0,Type3
1921,PL003PL026,6,PL003,43883.72361,PL026,43883.80486,4,,R027,,,,,,,,,,,H_E,Type5
1922,PL007PL002,6,PL007,43883.73472,PL002,43883.96806,4,,R098,,,,,,,,,,,N_E,Type8
1923,PL020PL026,6,PL020,43883.79167,PL026,43884.20139,4,,R092,,,,,,,,,,,H_E,Type5
1924,PL020PL035,6,PL020,43883.79167,PL035,43883.95833,4,,R094,,,,,,,,,,,H_D,Type4
1925,PL037PL011,6,PL037,43883.82917,PL011,43884.04375,4,,R070,,,,,,,,,,,H_E,Type5
1926,PL016PL008,6,PL016,43883.83333,PL008,43884.02292,4,,R067,,,,,,,,,,,H_D,Type4
1927,PL094PL011,6,PL094,43883.84028,PL011,43883.84792,4,,R038,,,,,,,,,,,0,Type3
1928,PL071PL047,6,PL071,43883.85903,PL047,43883.96944,4,,R066,,,,,,,,,,,N_E,Type8
1929,PL022PL017,6,PL022,43883.875,PL017,43883.91528,4,,R068,,,,,,,,,,,N_E,Type8
1930,PL013PL006,6,PL013,43883.88542,PL006,43883.99306,4,,R059,,,,,,,,,,,N_D,Type6
1931,PL107PL045,6,PL107,43883.88611,PL045,43883.94375,4,,R178,,,,,,,,,,,H_E,Type5
1932,PL018PL105,6,PL018,43883.88819,PL105,43884.28472,4,,R186,,,,,,,,,,,H_E,Type5
1933,PL020PL071,6,PL020,43883.88819,PL071,43884.02153,4,,R069,,,,,,,,,,,N_E,Type8
1934,PL094PL015,6,PL094,43883.89583,PL015,43884.23611,4,,R097,,,,,,,,,,,H_E,Type5
1935,PL011PL037,6,PL011,43883.90417,PL037,43884.225,4,,R070,,,,,,,,,,,H_E,Type5
1936,PL034PL050,6,PL034,43883.90972,PL050,43883.99722,4,,R071,,,,,,,,,,,H_E,Type5
1937,PL030PL094,6,PL030,43883.92431,PL094,43884.19375,4,,R085,,,,,,,,,,,H_E,Type5
1938,PL077PL034,6,PL077,43883.92708,PL034,43884.16667,4,,R074,,,,,,,,,,,H_E,Type5
1939,PL003PL033,6,PL003,43883.93819,PL033,43883.96528,4,,R048,,,,,,,,,,,N_D,Type7
1940,PL006PL013,6,PL006,43883.95764,PL013,43884.05694,4,,R059,,,,,,,,,,,N_D,Type6
1941,PL011PL094,6,PL011,43883.97917,PL094,43883.98472,4,,R038,,,,,,,,,,,0,Type3
1942,PL047PL006,6,PL047,43883.98333,PL006,43884.30208,4,,R077,,,,,,,,,,,N_E,Type8
1943,PL050PL032,7,PL050,43884.01111,PL032,43884.28542,4,,R011,,,,,,,,,,,H_E,Type5
1944,PL094PL007,7,PL094,43884.03194,PL007,43884.33194,4,,R039,,,,,,,,,,,N_E,Type8
1945,PL017PL020,7,PL017,43884.05764,PL020,43884.12569,4,,R024,,,,,,,,,,,N_E,Type8
1946,PL026PL003,7,PL026,43884.06667,PL003,43884.13472,4,,R027,,,,,,,,,,,H_E,Type5
1947,PL048PL050,7,PL048,43884.08056,PL050,43884.275,4,,R078,,,,,,,,,,,H_E,Type5
1948,PL032PL050,7,PL032,43884.10417,PL050,43884.34931,4,,R011,,,,,,,,,,,H_E,Type5
1949,PL013PL006,7,PL013,43884.1625,PL006,43884.31181,4,,R059,,,,,,,,,,,N_D,Type6
1950,PL011PL045,7,PL011,43884.16667,PL045,43884.41319,4,,R100,,,,,,,,,,,H_E,Type5
1951,PL094PL005,7,PL094,43884.17639,PL005,43884.27986,4,,R091,,,,,,,,,,,H_E,Type5
1952,PL026PL003,7,PL026,43884.19722,PL003,43884.27292,4,,R027,,,,,,,,,,,H_E,Type5
1953,PL003PL047,7,PL003,43884.20417,PL047,43884.48264,4,,R174,,,,,,,,,,,N_E,Type8
1954,PL032PL094,7,PL032,43884.20833,PL094,43884.32431,4,,R015,,,,,,,,,,,H_E,Type5
1955,PL033PL003,7,PL033,43884.21528,PL003,43884.24028,4,,R048,,,,,,,,,,,N_D,Type7
1956,PL020PL012,7,PL020,43884.22917,PL012,43884.24028,4,,R081,,,,,,,,,,,N_D,Type6
1957,PL020PL017,7,PL020,43884.25,PL017,43884.30486,4,,R024,,,,,,,,,,,N_E,Type8
1958,PL050PL032,7,PL050,43884.28889,PL032,43884.56528,4,,R011,,,,,,,,,,,H_E,Type5
1959,PL005PL032,7,PL005,43884.29375,PL032,43884.30903,4,,R089,,,,,,,,,,,H_E,Type5
1960,PL105PL071,7,PL105,43884.31042,PL071,43884.45556,4,,R188,,,,,,,,,,,H_E,Type5
1961,PL032PL050,7,PL032,43884.3375,PL050,43884.59653,4,,R011,,,,,,,,,,,H_E,Type5
1962,PL007PL006,7,PL007,43884.34931,PL006,43884.53958,4,,R035,,,,,,,,,,,N_E,Type8
1963,PL050PL048,7,PL050,43884.36319,PL048,43884.58611,4,,R078,,,,,,,,,,,H_E,Type5
1964,PL003PL026,7,PL003,43884.37708,PL026,43884.46042,4,,R027,,,,,,,,,,,H_E,Type5
1965,PL094PL030,7,PL094,43884.38819,PL030,43884.65486,4,,R085,,,,,,,,,,,H_E,Type5
1966,PL011PL094,7,PL011,43884.40625,PL094,43884.41181,4,,R038,,,,,,,,,,,0,Type3
1967,PL006PL020,7,PL006,43884.41319,PL020,43884.76597,4,,R054,,,,,,,,,,,N_E,Type8
1968,PL094PL032,7,PL094,43884.41597,PL032,43884.52222,4,,R015,,,,,,,,,,,H_E,Type5
1969,PL008PL016,7,PL008,43884.41667,PL016,43884.5625,4,,R067,,,,,,,,,,,H_D,Type4
1970,PL083PL010,7,PL083,43884.41667,PL010,43884.75,4,,R151,,,,,,,,,,,H_E,Type5
1971,PL099PL001,7,PL099,43884.41667,PL001,43884.82292,4,,R181,,,,,,,,,,,H_E,Type5
1972,PL002PL013,7,PL002,43884.41875,PL013,43884.51597,4,,R055,,,,,,,,,,,N_D,Type6
1973,PL094PL032,7,PL094,43884.42431,PL032,43884.60556,4,,R015,,,,,,,,,,,0,Type3
1974,PL017PL022,7,PL017,43884.43611,PL022,43884.4875,4,,R068,,,,,,,,,,,N_E,Type8
1975,PL003PL022,7,PL003,43884.45139,PL022,43884.59514,4,,R060,,,,,,,,,,,N_E,Type8
1976,PL011PL032,7,PL011,43884.48264,PL032,43884.62083,4,,R052,,,,,,,,,,,H_E,Type5
1977,PL094PL003,7,PL094,43884.48264,PL003,43884.65069,4,,R090,,,,,,,,,,,H_E,Type5
1978,PL047PL012,7,PL047,43884.51319,PL012,43884.52431,4,,R173,,,,,,,,,,,N_D,Type6
1979,PL006PL020,7,PL006,43884.55903,PL020,43884.86111,4,,R054,,,,,,,,,,,N_E,Type8
1980,PL003PL045,7,PL003,43884.56528,PL045,43884.58819,4,,R135,,,,,,,,,,,N_D,Type7
1981,PL011PL032,7,PL011,43884.58472,PL032,43884.72222,4,,R052,,,,,,,,,,,0,Type3
1982,PL013PL002,7,PL013,43884.5875,PL002,43884.70694,4,,R055,,,,,,,,,,,N_D,Type6
1983,PL050PL034,7,PL050,43884.61042,PL034,43884.7,4,,R071,,,,,,,,,,,H_E,Type5
1984,PL006PL013,7,PL006,43884.6875,PL013,43884.80486,4,,R059,,,,,,,,,,,N_D,Type6
1985,PL022PL003,7,PL022,43884.70139,PL003,43884.87014,4,,R060,,,,,,,,,,,N_E,Type8
1986,PL012PL020,7,PL012,43884.70833,PL020,43884.71875,4,,R081,,,,,,,,,,,N_D,Type6
1987,PL032PL005,7,PL032,43884.72847,PL005,43884.74444,4,,R089,,,,,,,,,,,H_E,Type5
1988,PL003PL094,7,PL003,43884.73194,PL094,43884.92361,4,,R090,,,,,,,,,,,H_E,Type5
1989,PL032PL094,7,PL032,43884.75347,PL094,43884.90556,4,,R015,,,,,,,,,,,0,Type3
1990,PL020PL015,7,PL020,43884.75903,PL015,43885.11389,4,,R129,,,,,,,,,,,H_E,Type5
1991,PL005PL094,7,PL005,43884.77153,PL094,43884.88194,4,,R091,,,,,,,,,,,H_E,Type5
1992,PL020PL071,7,PL020,43884.78264,PL071,43884.85764,4,,R069,,,,,,,,,,,N_E,Type8
1993,PL032PL044,7,PL032,43884.80069,PL044,43884.94167,4,,R095,,,,,,,,,,,H_E,Type5
1994,PL015PL094,7,PL015,43884.82986,PL094,43885.05417,4,,R097,,,,,,,,,,,H_E,Type5
1995,PL016PL008,7,PL016,43884.83333,PL008,43885.02292,4,,R067,,,,,,,,,,,H_D,Type4
1996,PL001PL015,7,PL001,43884.84375,PL015,43885.20833,4,,R183,,,,,,,,,,,H_E,Type5
1997,PL045PL101,7,PL045,43884.85417,PL101,43885.07708,4,,R096,,,,,,,,,,,H_E,Type5
1998,PL022PL017,7,PL022,43884.875,PL017,43884.91528,4,,R068,,,,,,,,,,,N_E,Type8
1999,PL013PL006,7,PL013,43884.88542,PL006,43884.99306,4,,R059,,,,,,,,,,,N_D,Type6
2000,PL020PL071,7,PL020,43884.88819,PL071,43885.02153,4,,R069,,,,,,,,,,,N_E,Type8
2001,PL034PL050,7,PL034,43884.90972,PL050,43884.99722,4,,R071,,,,,,,,,,,H_E,Type5
2002,PL003PL033,7,PL003,43884.93819,PL033,43884.96528,4,,R048,,,,,,,,,,,N_D,Type7
2003,PL002PL007,7,PL002,43884.95556,PL007,43885.17986,4,,R098,,,,,,,,,,,N_E,Type8
2004,PL006PL013,7,PL006,43884.95764,PL013,43885.05694,4,,R059,,,,,,,,,,,N_D,Type6
2005,PL044PL060,7,PL044,43884.95833,PL060,43885.22014,4,,R099,,,,,,,,,,,H_E,Type5
2006,PL050PL032,1,PL050,43885.01111,PL032,43885.28542,4,,R011,,,,,,,,,,,H_E,Type5
2007,PL045PL011,1,PL045,43885.02986,PL011,43885.24792,4,,R100,,,,,,,,,,,H_E,Type5
2008,PL017PL020,1,PL017,43885.05764,PL020,43885.12569,4,,R024,,,,,,,,,,,N_E,Type8
2009,PL048PL050,1,PL048,43885.08056,PL050,43885.275,4,,R078,,,,,,,,,,,H_E,Type5
2010,PL101PL015,1,PL101,43885.09097,PL015,43885.27569,4,,R101,,,,,,,,,,,H_E,Type5
2011,PL032PL050,1,PL032,43885.10417,PL050,43885.34931,4,,R011,,,,,,,,,,,H_E,Type5
2012,PL020PL012,1,PL020,43885.12639,PL012,43885.13611,4,,R081,,,,,,,,,,,N_D,Type6
2013,PL020PL035,1,PL020,43885.15347,PL035,43885.30208,4,,R094,,,,,,,,,,,H_D,Type4
2014,PL013PL006,1,PL013,43885.1625,PL006,43885.31181,4,,R059,,,,,,,,,,,N_D,Type6
2015,PL094PL011,1,PL094,43885.17708,PL011,43885.18542,4,,R038,,,,,,,,,,,0,Type3
2016,PL094PL058,1,PL094,43885.19444,PL058,43885.23958,4,,R102,,,,,,,,,,,N_D,Type6
2017,PL026PL003,1,PL026,43885.19722,PL003,43885.27292,4,,R027,,,,,,,,,,,H_E,Type5
2018,PL026PL020,1,PL026,43885.20833,PL020,43885.61806,4,,R092,,,,,,,,,,,H_E,Type5
2019,PL033PL003,1,PL033,43885.21528,PL003,43885.24028,4,,R048,,,,,,,,,,,N_D,Type7
2020,PL012PL020,1,PL012,43885.21528,PL020,43885.225,4,,R081,,,,,,,,,,,N_D,Type6
2021,PL007PL094,1,PL007,43885.21736,PL094,43885.46597,4,,R039,,,,,,,,,,,N_E,Type8
2022,PL094PL029,1,PL094,43885.23819,PL029,43885.24792,4,,R053,,,,,,,,,,,N_D,Type6
2023,PL094PL011,1,PL094,43885.24306,PL011,43885.24931,4,,R038,,,,,,,,,,,N_D,Type6
2024,PL060PL116,1,PL060,43885.26458,PL116,43885.29306,4,,R103,,,,,,,,,,,H_D,Type4
2025,PL020PL017,1,PL020,43885.26944,PL017,43885.32431,4,,R024,,,,,,,,,,,N_E,Type8
2026,PL050PL032,1,PL050,43885.28889,PL032,43885.56528,4,,R011,,,,,,,,,,,H_E,Type5
2027,PL020PL056,1,PL020,43885.30486,PL056,43885.31944,4,,R109,,,,,,,,,,,N_D,Type6
2028,PL017PL028,1,PL017,43885.31181,PL028,43885.33333,4,,R111,,,,,,,,,,,N_D,Type6
2029,PL050PL048,1,PL050,43885.36319,PL048,43885.58611,4,,R078,,,,,,,,,,,H_E,Type5
2030,PL022PL067,1,PL022,43885.375,PL067,43885.3875,4,,R113,,,,,,,,,,,N_D,Type6
2031,PL003PL026,1,PL003,43885.37708,PL026,43885.46042,4,,R027,,,,,,,,,,,H_E,Type5
2032,PL094PL029,1,PL094,43885.38542,PL029,43885.39792,4,,R053,,,,,,,,,,,N_D,Type6
2033,PL032PL094,1,PL032,43885.38889,PL094,43885.49236,4,,R015,,,,,,,,,,,0,Type3
2034,PL003PL066,1,PL003,43885.38958,PL066,43885.43056,4,,R116,,,,,,,,,,,N_D,Type7
2035,PL020PL065,1,PL020,43885.39236,PL065,43885.45486,4,,R118,,,,,,,,,,,N_D,Type6
2036,PL006PL020,1,PL006,43885.41319,PL020,43885.76667,4,,R054,,,,,,,,,,,N_E,Type8
2037,PL008PL016,1,PL008,43885.41667,PL016,43885.5625,4,,R067,,,,,,,,,,,H_D,Type4
2038,PL011PL032,1,PL011,43885.41736,PL032,43885.55625,4,,R052,,,,,,,,,,,0,Type3
2039,PL002PL013,1,PL002,43885.41875,PL013,43885.51597,4,,R055,,,,,,,,,,,N_D,Type6
2040,PL017PL022,1,PL017,43885.44931,PL022,43885.49444,4,,R068,,,,,,,,,,,N_E,Type8
2041,PL003PL022,1,PL003,43885.45139,PL022,43885.59514,4,,R060,,,,,,,,,,,N_E,Type8
2042,PL035PL020,1,PL035,43885.45833,PL020,43885.625,4,,R094,,,,,,,,,,,H_D,Type4
2043,PL056PL020,1,PL056,43885.47917,PL020,43885.49306,4,,R109,,,,,,,,,,,N_D,Type6
2044,PL103PL094,1,PL103,43885.47917,PL094,43885.48958,4,,R110,,,,,,,,,,,N_D,Type6
2045,PL028PL017,1,PL028,43885.52431,PL017,43885.54028,4,,R111,,,,,,,,,,,N_D,Type6
2046,PL017PL061,1,PL017,43885.52778,PL061,43885.54306,4,,R121,,,,,,,,,,,N_D,Type6
2047,PL094PL011,1,PL094,43885.54167,PL011,43885.54931,4,,R038,,,,,,,,,,,0,Type3
2048,PL067PL022,1,PL067,43885.54375,PL022,43885.55625,4,,R113,,,,,,,,,,,N_D,Type6
2049,PL069PL068,1,PL069,43885.54444,PL068,43885.59097,4,,R122,,,,,,,,,,,0,Type2
2050,PL029PL094,1,PL029,43885.54861,PL094,43885.55903,4,,R053,,,,,,,,,,,N_D,Type6
2051,PL066PL003,1,PL066,43885.55556,PL003,43885.59931,4,,R116,,,,,,,,,,,N_D,Type7
2052,PL006PL020,1,PL006,43885.55903,PL020,43885.86111,4,,R054,,,,,,,,,,,N_E,Type8
2053,PL035PL085,1,PL035,43885.57292,PL085,43885.61111,4,,R126,,,,,,,,,,,H_D,Type4
2054,PL065PL020,1,PL065,43885.58333,PL020,43885.64375,4,,R118,,,,,,,,,,,N_D,Type6
2055,PL013PL002,1,PL013,43885.5875,PL002,43885.70694,4,,R055,,,,,,,,,,,N_D,Type6
2056,PL029PL094,1,PL029,43885.59583,PL094,43885.60764,4,,R053,,,,,,,,,,,N_D,Type6
2057,PL106PL083,1,PL106,43885.61458,PL083,43885.97222,4,,R176,,,,,,,,,,,H_E,Type5
2058,PL094PL032,1,PL094,43885.64236,PL032,43885.78611,4,,R015,,,,,,,,,,,0,Type3
2059,PL003PL070,1,PL003,43885.64931,PL070,43885.66111,4,,R125,,,,,,,,,,,N_D,Type7
2060,PL011PL094,1,PL011,43885.68403,PL094,43885.69028,4,,R038,,,,,,,,,,,N_D,Type6
2061,PL006PL013,1,PL006,43885.6875,PL013,43885.80486,4,,R059,,,,,,,,,,,N_D,Type6
2062,PL011PL094,1,PL011,43885.72222,PL094,43885.72778,4,,R038,,,,,,,,,,,0,Type3
2063,PL022PL003,1,PL022,43885.72917,PL003,43885.88889,4,,R060,,,,,,,,,,,N_E,Type8
2064,PL061PL017,1,PL061,43885.75,PL017,43885.76458,4,,R121,,,,,,,,,,,N_D,Type6
2065,PL068PL069,1,PL068,43885.75278,PL069,43885.78958,4,,R122,,,,,,,,,,,0,Type2
2066,PL032PL094,1,PL032,43885.75347,PL094,43885.90556,4,,R015,,,,,,,,,,,0,Type3
2067,PL015PL101,1,PL015,43885.78194,PL101,43885.98333,4,,R101,,,,,,,,,,,H_E,Type5
2068,PL020PL071,1,PL020,43885.78264,PL071,43885.85625,4,,R069,,,,,,,,,,,N_E,Type8
2069,PL020PL035,1,PL020,43885.79167,PL035,43885.95833,4,,R094,,,,,,,,,,,H_D,Type4
2070,PL020PL026,1,PL020,43885.79167,PL026,43886.20139,4,,R092,,,,,,,,,,,H_E,Type5
2071,PL011PL015,1,PL011,43885.79514,PL015,43886.05278,4,,R123,,,,,,,,,,,H_E,Type5
2072,PL030PL002,1,PL030,43885.81042,PL002,43885.97431,4,,R156,,,,,,,,,,,N_E,Type8
2073,PL094PL007,1,PL094,43885.81181,PL007,43886,4,,R039,,,,,,,,,,,N_E,Type8
2074,PL070PL003,1,PL070,43885.81736,PL003,43885.82917,4,,R125,,,,,,,,,,,N_D,Type7
2075,PL037PL011,1,PL037,43885.82917,PL011,43886.04375,4,,R070,,,,,,,,,,,H_E,Type5
2076,PL058PL094,1,PL058,43885.83333,PL094,43885.87639,4,,R102,,,,,,,,,,,N_D,Type6
2077,PL085PL035,1,PL085,43885.83333,PL035,43885.86528,4,,R126,,,,,,,,,,,H_D,Type4
2078,PL016PL008,1,PL016,43885.83333,PL008,43886.02292,4,,R067,,,,,,,,,,,H_D,Type4
2079,PL094PL011,1,PL094,43885.84028,PL011,43885.84792,4,,R038,,,,,,,,,,,0,Type3
2080,PL020PL012,1,PL020,43885.875,PL012,43885.8875,4,,R081,,,,,,,,,,,N_D,Type6
2081,PL022PL017,1,PL022,43885.875,PL017,43885.91528,4,,R068,,,,,,,,,,,N_E,Type8
2082,PL013PL006,1,PL013,43885.88542,PL006,43885.99306,4,,R059,,,,,,,,,,,N_D,Type6
2083,PL020PL071,1,PL020,43885.88819,PL071,43886.02153,4,,R069,,,,,,,,,,,N_E,Type8
2084,PL094PL015,1,PL094,43885.91806,PL015,43886.23611,4,,R097,,,,,,,,,,,H_E,Type5
2085,PL032PL050,1,PL032,43885.91944,PL050,43886.13403,4,,R011,,,,,,,,,,,H_E,Type5
2086,PL003PL033,1,PL003,43885.93819,PL033,43885.96528,4,,R048,,,,,,,,,,,N_D,Type7
2087,PL002PL007,1,PL002,43885.95556,PL007,43886.17986,4,,R098,,,,,,,,,,,N_E,Type8
2088,PL006PL013,1,PL006,43885.95764,PL013,43886.05694,4,,R059,,,,,,,,,,,N_D,Type6
2089,PL022PL008,1,PL022,43885.97083,PL008,43886.04028,4,,R127,,,,,,,,,,,N_D,Type6
2090,PL011PL094,1,PL011,43885.97917,PL094,43885.98472,4,,R038,,,,,,,,,,,0,Type3
2091,PL007PL037,2,PL007,43886,PL037,43886.04722,4,,R190,,,,,,,,,,,N_E,Type8
2092,PL101PL045,2,PL101,43886.00069,PL045,43886.25764,4,,R096,,,,,,,,,,,H_E,Type5
2093,PL071PL020,2,PL071,43886.02292,PL020,43886.12986,4,,R069,,,,,,,,,,,N_E,Type8
2094,PL032PL094,2,PL032,43886.04931,PL094,43886.19583,4,,R015,,,,,,,,,,,0,Type3
2095,PL017PL020,2,PL017,43886.05764,PL020,43886.12569,4,,R024,,,,,,,,,,,N_E,Type8
2096,PL020PL016,2,PL020,43886.06667,PL016,43886.08333,4,,R022,,,,,,,,,,,N_D,Type6
2097,PL048PL050,2,PL048,43886.08056,PL050,43886.275,4,,R078,,,,,,,,,,,H_E,Type5
2098,PL032PL050,2,PL032,43886.10417,PL050,43886.34931,4,,R011,,,,,,,,,,,H_E,Type5
2099,PL015PL031,2,PL015,43886.10417,PL031,43886.13264,4,,R128,,,,,,,,,,,H_E,Type5
2100,PL012PL020,2,PL012,43886.125,PL020,43886.14097,4,,R081,,,,,,,,,,,N_D,Type6
2101,PL020PL006,2,PL020,43886.14375,PL006,43886.47222,4,,R054,,,,,,,,,,,N_E,Type8
