origin,destination,distance [m],duration
PL001,PL083,186372,0.073576389
PL001,PL084,203913,0.100034722
PL001,PL085,293571,0.152152778
PL001,PL086,254976,0.111354167
PL001,PL088,213633,0.10625
PL001,PL090,71542,0.047789352
PL001,PL091,153575,0.08025463
PL001,PL094,194897,0.090324074
PL001,PL095,233226,0.118993056
PL001,PL097,202051,0.104027778
PL001,PL098,186201,0.078738426
PL001,PL099,170985,0.106550926
PL001,PL100,175525,0.096388889
PL001,PL101,182961,0.094826389
PL001,PL102,151503,0.0878125
PL001,PL103,199288,0.09375
PL001,PL104,218030,0.113043981
PL001,PL105,162846,0.096377315
PL001,PL106,174636,0.096956019
PL001,PL107,168446,0.069699074
PL001,PL109,298611,0.13787037
PL001,PL110,199081,0.116979167
PL001,PL111,95795,0.064548611
PL001,PL112,212428,0.110671296
PL001,PL113,178861,0.106087963
PL001,PL114,94105,0.063425926
PL001,PL115,487870,0.184340278
PL001,PL116,197066,0.115405093
PL001,PL117,221260,0.119247685
PL001,PL118,539499,0.23224537
PL002,PL003,561328,0.253240741
PL002,PL005,650462,0.291782407
PL002,PL006,2002,0.00275463
PL002,PL007,270472,0.155717593
PL002,PL008,555285,0.279386574
PL002,PL010,435931,0.230416667
PL002,PL011,500704,0.236076389
PL002,PL012,423956,0.227071759
PL002,PL013,8716,0.008368056
PL002,PL015,498052,0.253287037
PL002,PL016,427403,0.228599537
PL002,PL017,480772,0.251099537
PL002,PL018,497513,0.251898148
PL002,PL019,539543,0.275775463
PL002,PL020,430114,0.234675926
PL002,PL022,528597,0.273275463
PL002,PL023,642397,0.293136574
PL002,PL024,463783,0.22056713
PL002,PL026,703831,0.309537037
PL002,PL027,428387,0.232581019
PL002,PL028,500187,0.25650463
PL002,PL029,507522,0.240914352
PL002,PL030,209748,0.129178241
PL002,PL031,530982,0.267372685
PL002,PL032,665569,0.300023148
PL002,PL033,579467,0.268726852
PL002,PL034,545768,0.282106481
PL002,PL035,408540,0.224224537
PL002,PL036,281794,0.1559375
PL002,PL037,195974,0.122083333
PL002,PL040,398282,0.214618056
PL002,PL041,554773,0.260023148
PL002,PL043,100984,0.062418981
PL002,PL044,504653,0.237997685
PL002,PL045,575253,0.259861111
PL002,PL046,459541,0.229201389
PL002,PL047,434590,0.236701389
PL002,PL048,310027,0.171608796
PL002,PL049,153181,0.094606481
PL002,PL050,548933,0.264930556
PL002,PL051,146993,0.088958333
PL002,PL052,310826,0.172361111
PL002,PL054,364304,0.198541667
PL002,PL055,240060,0.142094907
PL002,PL056,423372,0.230289352
PL002,PL057,339381,0.21837963
PL002,PL058,548636,0.258564815
PL002,PL059,336029,0.19400463
PL002,PL060,468897,0.250393519
PL002,PL061,464022,0.249097222
PL002,PL062,441373,0.237893519
PL002,PL063,299085,0.179907407
PL002,PL064,539069,0.274988426
PL002,PL065,417831,0.230532407
PL002,PL066,550548,0.265243056
PL002,PL067,537640,0.278703704
PL002,PL068,721532,0.316701389
PL002,PL069,719743,0.329594907
PL002,PL070,546511,0.249340278
PL002,PL071,553399,0.281770833
PL002,PL072,430299,0.238969907
PL002,PL073,414693,0.198796296
PL002,PL074,411509,0.224097222
PL002,PL075,480288,0.253460648
PL002,PL076,440741,0.2425
PL002,PL077,383534,0.193622685
PL002,PL078,481716,0.246493056
PL002,PL079,553675,0.251481481
PL002,PL080,600795,0.270960648
PL002,PL081,448132,0.24068287
PL002,PL082,443780,0.23994213
PL002,PL083,202388,0.121747685
PL002,PL084,509599,0.242604167
PL002,PL085,426839,0.215543981
PL002,PL086,635078,0.294340278
PL002,PL088,519319,0.248819444
PL002,PL090,445901,0.230092593
PL002,PL091,513325,0.264710648
PL002,PL094,500583,0.232881944
PL002,PL095,535755,0.272118056
PL002,PL097,504580,0.257152778
PL002,PL098,195460,0.12099537
PL002,PL099,546442,0.281782407
PL002,PL100,230222,0.136689815
PL002,PL101,488647,0.237395833
PL002,PL102,531605,0.270810185
PL002,PL103,504973,0.236319444
PL002,PL104,520559,0.266180556
PL002,PL105,465375,0.249502315
PL002,PL106,477165,0.250081019
PL002,PL107,548548,0.252696759
PL002,PL109,604297,0.280439815
PL002,PL110,466952,0.250706019
PL002,PL111,405102,0.206458333
PL002,PL112,514957,0.263796296
PL002,PL113,451597,0.243275463
PL002,PL114,474207,0.246412037
PL002,PL115,479876,0.249270833
PL002,PL116,464937,0.249131944
PL002,PL117,523789,0.272372685
PL002,PL118,845185,0.374814815
PL003,PL005,273061,0.114872685
PL003,PL006,562688,0.255162037
PL003,PL007,303373,0.117048611
PL003,PL008,227442,0.091597222
PL003,PL010,617430,0.225416667
PL003,PL011,205402,0.088229167
PL003,PL012,230684,0.091990741
PL003,PL013,561358,0.252326389
PL003,PL015,575000,0.208715278
PL003,PL016,226264,0.090023148
PL003,PL017,175855,0.072048611
PL003,PL018,574462,0.207326389
PL003,PL019,193191,0.086909722
PL003,PL020,219032,0.090763889
PL003,PL022,144300,0.060266204
PL003,PL023,88436,0.046111111
PL003,PL024,235313,0.096574074
PL003,PL026,144095,0.060960648
PL003,PL027,229623,0.090787037
PL003,PL028,161587,0.065219907
PL003,PL029,205497,0.089849537
PL003,PL030,347670,0.131157407
PL003,PL031,590526,0.215393519
PL003,PL032,288167,0.123113426
PL003,PL033,40032,0.027303241
PL003,PL034,121681,0.055081019
PL003,PL035,294321,0.119513889
PL003,PL036,301921,0.115671296
PL003,PL037,367398,0.140162037
PL003,PL040,220647,0.107013889
PL003,PL041,218491,0.092685185
PL003,PL043,459725,0.198796296
PL003,PL044,202629,0.086921296
PL003,PL045,15517,0.011284722
PL003,PL046,286619,0.118356481
PL003,PL047,222357,0.090277778
PL003,PL048,305383,0.156319444
PL003,PL049,595549,0.246180556
PL003,PL050,15766,0.020162037
PL003,PL051,590652,0.24212963
PL003,PL052,308877,0.116296296
PL003,PL054,191879,0.076724537
PL003,PL055,397381,0.19369213
PL003,PL056,227136,0.0909375
PL003,PL057,603649,0.271678241
PL003,PL058,212354,0.091215278
PL003,PL059,691190,0.288287037
PL003,PL060,198446,0.085069444
PL003,PL061,186437,0.075462963
PL003,PL062,208955,0.083333333
PL003,PL063,414401,0.17880787
PL003,PL064,211225,0.0871875
PL003,PL065,223113,0.0921875
PL003,PL066,50569,0.028043981
PL003,PL067,136563,0.064537037
PL003,PL068,161796,0.068125
PL003,PL069,201677,0.085
PL003,PL070,22122,0.013078704
PL003,PL071,225555,0.093969907
PL003,PL072,171266,0.089247685
PL003,PL073,367920,0.134178241
PL003,PL074,256434,0.109212963
PL003,PL075,196761,0.083819444
PL003,PL076,232648,0.094664352
PL003,PL077,181444,0.070497685
PL003,PL078,112577,0.060162037
PL003,PL079,14505,0.010011574
PL003,PL080,41059,0.022384259
PL003,PL081,207291,0.082685185
PL003,PL082,206302,0.083101852
PL003,PL083,364102,0.133611111
PL003,PL084,207574,0.091527778
PL003,PL085,318914,0.127673611
PL003,PL086,75342,0.045763889
PL003,PL088,198247,0.081585648
PL003,PL090,131688,0.067569444
PL003,PL091,87930,0.048888889
PL003,PL094,198558,0.08181713
PL003,PL095,207911,0.08431713
PL003,PL097,176736,0.069363426
PL003,PL098,363931,0.138773148
PL003,PL099,121299,0.052581019
PL003,PL100,353254,0.156435185
PL003,PL101,245713,0.102743056
PL003,PL102,101050,0.046956019
PL003,PL103,189040,0.078136574
PL003,PL104,183490,0.077546296
PL003,PL105,189105,0.082233796
PL003,PL106,179771,0.074814815
PL003,PL107,24159,0.016435185
PL003,PL109,265378,0.10869213
PL003,PL110,224727,0.092847222
PL003,PL111,207244,0.118055556
PL003,PL112,187114,0.076006944
PL003,PL113,198746,0.078761574
PL003,PL114,114223,0.059918981
PL003,PL115,665600,0.244375
PL003,PL116,222712,0.091273148
PL003,PL117,186935,0.078668981
PL003,PL118,465508,0.194930556
PL005,PL006,654036,0.293761574
PL005,PL007,394722,0.155648148
PL005,PL008,493232,0.199548611
PL005,PL010,529941,0.226805556
PL005,PL011,167079,0.071921296
PL005,PL012,496474,0.19994213
PL005,PL013,652706,0.290925926
PL005,PL015,487512,0.210115741
PL005,PL016,492055,0.197974537
PL005,PL017,441646,0.18
PL005,PL018,486973,0.208726852
PL005,PL019,458981,0.194861111
PL005,PL020,484823,0.198703704
PL005,PL022,410091,0.168217593
PL005,PL023,354227,0.1540625
PL005,PL024,196989,0.080266204
PL005,PL026,151221,0.1021875
PL005,PL027,495413,0.198726852
PL005,PL028,427378,0.173171296
PL005,PL029,167173,0.073541667
PL005,PL030,439019,0.169756944
PL005,PL031,503038,0.216793981
PL005,PL032,16090,0.012118056
PL005,PL033,229104,0.112210648
PL005,PL034,387471,0.163032407
PL005,PL035,560111,0.227465278
PL005,PL036,393270,0.154270833
PL005,PL037,458747,0.17875
PL005,PL040,471318,0.197210648
PL005,PL041,181556,0.077372685
PL005,PL043,551074,0.237395833
PL005,PL044,164305,0.070625
PL005,PL045,261976,0.111493056
PL005,PL046,552410,0.22630787
PL005,PL047,488148,0.198229167
PL005,PL048,502877,0.219456019
PL005,PL049,686898,0.284780093
PL005,PL050,286490,0.127013889
PL005,PL051,682001,0.280729167
PL005,PL052,349554,0.151469907
PL005,PL054,335416,0.141273148
PL005,PL055,578718,0.2465625
PL005,PL056,492927,0.198888889
PL005,PL057,581142,0.291099537
PL005,PL058,144346,0.070509259
PL005,PL059,782539,0.326886574
PL005,PL060,464236,0.193020833
PL005,PL061,452228,0.183402778
PL005,PL062,474745,0.191284722
PL005,PL063,585554,0.272164352
PL005,PL064,477016,0.195138889
PL005,PL065,488904,0.200138889
PL005,PL066,316360,0.13599537
PL005,PL067,402353,0.172488426
PL005,PL068,106891,0.071261574
PL005,PL069,114275,0.067650463
PL005,PL070,301420,0.119143519
PL005,PL071,491346,0.201921296
PL005,PL072,437057,0.197199074
PL005,PL073,321163,0.150381944
PL005,PL074,484545,0.206689815
PL005,PL075,462551,0.191770833
PL005,PL076,498439,0.202604167
PL005,PL077,344170,0.147106481
PL005,PL078,263026,0.128865741
PL005,PL079,286374,0.121122685
PL005,PL080,254621,0.111122685
PL005,PL081,473082,0.190636574
PL005,PL082,472093,0.191053241
PL005,PL083,455450,0.172210648
PL005,PL084,169250,0.075219907
PL005,PL085,584705,0.235625
PL005,PL086,268623,0.124444444
PL005,PL088,161313,0.066261574
PL005,PL090,291702,0.127824074
PL005,PL091,251939,0.122858796
PL005,PL094,160235,0.065509259
PL005,PL095,473702,0.192268519
PL005,PL097,442527,0.177314815
PL005,PL098,455279,0.177372685
PL005,PL099,387090,0.160532407
PL005,PL100,513454,0.205856481
PL005,PL101,207390,0.086435185
PL005,PL102,366841,0.154907407
PL005,PL103,150716,0.061828704
PL005,PL104,449280,0.185497685
PL005,PL105,454896,0.190185185
PL005,PL106,445562,0.182766204
PL005,PL107,303457,0.1225
PL005,PL109,99977,0.04462963
PL005,PL110,490517,0.200798611
PL005,PL111,269271,0.115347222
PL005,PL112,452904,0.183958333
PL005,PL113,464537,0.186712963
PL005,PL114,261946,0.126493056
PL005,PL115,578111,0.245775463
PL005,PL116,488502,0.199224537
PL005,PL117,452725,0.18662037
PL005,PL118,241306,0.120023148
PL006,PL007,271765,0.156956019
PL006,PL008,529070,0.272060185
PL006,PL010,437224,0.231643519
PL006,PL011,501997,0.237314815
PL006,PL012,415233,0.223240741
PL006,PL013,10009,0.009606481
PL006,PL015,499345,0.254525463
PL006,PL016,418680,0.224768519
PL006,PL017,449008,0.247638889
PL006,PL018,498806,0.253136574
PL006,PL019,513328,0.2684375
PL006,PL020,421390,0.230844907
PL006,PL022,512999,0.267685185
PL006,PL023,643690,0.294375
PL006,PL024,465076,0.221793981
PL006,PL026,705124,0.310775463
PL006,PL027,419664,0.22875
PL006,PL028,468422,0.253055556
PL006,PL029,508815,0.242152778
PL006,PL030,211041,0.130416667
PL006,PL031,532275,0.268611111
PL006,PL032,666862,0.301261574
PL006,PL033,580760,0.269965278
PL006,PL034,530170,0.27650463
PL006,PL035,399816,0.220393519
PL006,PL036,283087,0.157175926
PL006,PL037,197267,0.123321759
PL006,PL040,399575,0.215856481
PL006,PL041,556066,0.261261574
PL006,PL043,102278,0.063657407
PL006,PL044,505947,0.239236111
PL006,PL045,576546,0.261099537
PL006,PL046,407629,0.227222222
PL006,PL047,425867,0.23287037
PL006,PL048,301304,0.167777778
PL006,PL049,154474,0.095844907
PL006,PL050,550226,0.266157407
PL006,PL051,148286,0.090196759
PL006,PL052,312119,0.173599537
PL006,PL054,365597,0.199780093
PL006,PL055,231337,0.138275463
PL006,PL056,414649,0.226458333
PL006,PL057,340674,0.219618056
PL006,PL058,549929,0.259803241
PL006,PL059,337322,0.195243056
PL006,PL060,460173,0.2465625
PL006,PL061,455299,0.245266204
PL006,PL062,432650,0.2340625
PL006,PL063,290362,0.176076389
PL006,PL064,512853,0.267650463
PL006,PL065,409108,0.226701389
PL006,PL066,551841,0.266481481
PL006,PL067,511242,0.270520833
PL006,PL068,722825,0.317939815
PL006,PL069,721036,0.330821759
PL006,PL070,547804,0.250578704
PL006,PL071,527184,0.27443287
PL006,PL072,431592,0.240208333
PL006,PL073,415986,0.200034722
PL006,PL074,412802,0.225335648
PL006,PL075,450246,0.24625
PL006,PL076,432018,0.238668981
PL006,PL077,384827,0.194861111
PL006,PL078,483009,0.247719907
PL006,PL079,554968,0.252719907
PL006,PL080,602088,0.272199074
PL006,PL081,439409,0.236851852
PL006,PL082,435057,0.236111111
PL006,PL083,203681,0.122986111
PL006,PL084,510892,0.243831019
PL006,PL085,428132,0.216782407
PL006,PL086,636371,0.295578704
PL006,PL088,520612,0.25005787
PL006,PL090,447194,0.231331019
PL006,PL091,514618,0.265949074
PL006,PL094,501876,0.23412037
PL006,PL095,509539,0.264780093
PL006,PL097,478364,0.249826389
PL006,PL098,196753,0.122233796
PL006,PL099,530844,0.27619213
PL006,PL100,221499,0.132858796
PL006,PL101,489940,0.238634259
PL006,PL102,532898,0.272048611
PL006,PL103,506266,0.23755787
PL006,PL104,494344,0.258842593
PL006,PL105,438269,0.247407407
PL006,PL106,445400,0.246631944
PL006,PL107,549841,0.253935185
PL006,PL109,605590,0.281678241
PL006,PL110,458228,0.246875
PL006,PL111,406395,0.207696759
PL006,PL112,478577,0.2559375
PL006,PL113,442874,0.239444444
PL006,PL114,475500,0.247650463
PL006,PL115,481169,0.250509259
PL006,PL116,456213,0.245300926
PL006,PL117,497391,0.264189815
PL006,PL118,846478,0.376053241
PL007,PL008,316164,0.15162037
PL007,PL010,300021,0.148333333
PL007,PL011,244271,0.101238426
PL007,PL012,253935,0.129872685
PL007,PL013,270943,0.155231481
PL007,PL015,365340,0.13849537
PL007,PL016,249516,0.127916667
PL007,PL017,241651,0.123321759
PL007,PL018,364801,0.137106481
PL007,PL019,300422,0.147997685
PL007,PL020,257505,0.136006944
PL007,PL022,289476,0.145509259
PL007,PL023,385964,0.158310185
PL007,PL024,207350,0.085729167
PL007,PL026,447398,0.174699074
PL007,PL027,281392,0.141157407
PL007,PL028,261065,0.128738426
PL007,PL029,251088,0.106076389
PL007,PL030,70363,0.036018519
PL007,PL031,380866,0.145173611
PL007,PL032,409135,0.165185185
PL007,PL033,323034,0.133888889
PL007,PL034,306647,0.154328704
PL007,PL035,308311,0.151886574
PL007,PL036,23551,0.019363426
PL007,PL037,90091,0.045023148
PL007,PL040,159161,0.086840278
PL007,PL041,298339,0.125196759
PL007,PL043,169310,0.101701389
PL007,PL044,248220,0.103159722
PL007,PL045,318819,0.125023148
PL007,PL046,316123,0.158715278
PL007,PL047,253007,0.131168981
PL007,PL048,147348,0.093657407
PL007,PL049,318242,0.151041667
PL007,PL050,292499,0.130092593
PL007,PL051,313345,0.146990741
PL007,PL052,52583,0.035787037
PL007,PL054,107871,0.063703704
PL007,PL055,190440,0.103009259
PL007,PL056,238490,0.123553241
PL007,PL057,317686,0.17119213
PL007,PL058,292203,0.123726852
PL007,PL059,413883,0.193148148
PL007,PL060,258898,0.142951389
PL007,PL061,244780,0.129166667
PL007,PL062,233671,0.1275
PL007,PL063,256107,0.13724537
PL007,PL064,299948,0.147210648
PL007,PL065,211126,0.114756944
PL007,PL066,294114,0.130416667
PL007,PL067,298519,0.1509375
PL007,PL068,465098,0.181863426
PL007,PL069,463309,0.194756944
PL007,PL070,290077,0.114502315
PL007,PL071,314278,0.153993056
PL007,PL072,191178,0.11119213
PL007,PL073,158260,0.063958333
PL007,PL074,172388,0.096319444
PL007,PL075,241167,0.125694444
PL007,PL076,284417,0.145034722
PL007,PL077,127100,0.058784722
PL007,PL078,225283,0.111655093
PL007,PL079,297242,0.116643519
PL007,PL080,344362,0.136122685
PL007,PL081,257374,0.132847222
PL007,PL082,238179,0.13025463
PL007,PL083,79402,0.037800926
PL007,PL084,253165,0.107766204
PL007,PL085,326509,0.167233796
PL007,PL086,378644,0.159502315
PL007,PL088,262885,0.113981481
PL007,PL090,189467,0.09525463
PL007,PL091,256892,0.129884259
PL007,PL094,244149,0.098055556
PL007,PL095,296634,0.144340278
PL007,PL097,265459,0.129375
PL007,PL098,79072,0.043020833
PL007,PL099,307321,0.15400463
PL007,PL100,125175,0.062303241
PL007,PL101,232213,0.10255787
PL007,PL102,275172,0.135972222
PL007,PL103,248540,0.101481481
PL007,PL104,281438,0.138402778
PL007,PL105,226254,0.121724537
PL007,PL106,238044,0.122303241
PL007,PL107,292114,0.117858796
PL007,PL109,347864,0.145601852
PL007,PL110,276194,0.14287037
PL007,PL111,148669,0.07162037
PL007,PL112,275836,0.136030093
PL007,PL113,243132,0.131747685
PL007,PL114,217774,0.111574074
PL007,PL115,343966,0.1671875
PL007,PL116,274178,0.141296296
PL007,PL117,284668,0.144594907
PL007,PL118,588751,0.239976852
PL008,PL010,642384,0.263321759
PL008,PL011,428203,0.173657407
PL008,PL012,117208,0.051087963
PL008,PL013,556191,0.280034722
PL008,PL015,599954,0.246631944
PL008,PL016,112789,0.04912037
PL008,PL017,74738,0.034050926
PL008,PL018,599416,0.245243056
PL008,PL019,25260,0.024398148
PL008,PL020,105557,0.049861111
PL008,PL022,100251,0.047233796
PL008,PL023,110221,0.075150463
PL008,PL024,458113,0.182013889
PL008,PL026,367920,0.145543981
PL008,PL027,116147,0.049884259
PL008,PL028,69742,0.03193287
PL008,PL029,428297,0.175277778
PL008,PL030,352506,0.164791667
PL008,PL031,615480,0.253298611
PL008,PL032,511992,0.207696759
PL008,PL033,262832,0.112731481
PL008,PL034,71012,0.054328704
PL008,PL035,180845,0.078611111
PL008,PL036,326875,0.153587963
PL008,PL037,374649,0.173738426
PL008,PL040,163733,0.068854167
PL008,PL041,441291,0.178113426
PL008,PL043,454559,0.226516204
PL008,PL044,425429,0.172361111
PL008,PL045,239341,0.095856481
PL008,PL046,173143,0.077453704
PL008,PL047,108881,0.049375
PL008,PL048,227743,0.121886574
PL008,PL049,602801,0.279768519
PL008,PL050,222845,0.092314815
PL008,PL051,597903,0.275717593
PL008,PL052,333831,0.154212963
PL008,PL054,264586,0.131261574
PL008,PL055,321070,0.166956019
PL008,PL056,113660,0.050034722
PL008,PL057,628603,0.309583333
PL008,PL058,435155,0.176643519
PL008,PL059,698441,0.321863426
PL008,PL060,68928,0.040104167
PL008,PL061,71960,0.03337963
PL008,PL062,95479,0.042430556
PL008,PL063,300926,0.137905093
PL008,PL064,21993,0.021203704
PL008,PL065,119566,0.05224537
PL008,PL066,199087,0.083333333
PL008,PL067,64223,0.045925926
PL008,PL068,385620,0.152708333
PL008,PL069,425502,0.169583333
PL008,PL070,244922,0.098506944
PL008,PL071,30016,0.023599537
PL008,PL072,152401,0.065983796
PL008,PL073,392874,0.172083333
PL008,PL074,152887,0.069282407
PL008,PL075,82284,0.041736111
PL008,PL076,119172,0.05375
PL008,PL077,253471,0.125381944
PL008,PL078,250050,0.146168981
PL008,PL079,237305,0.095439815
PL008,PL080,264883,0.106956019
PL008,PL081,93815,0.041782407
PL008,PL082,92827,0.042199074
PL008,PL083,364651,0.162615741
PL008,PL084,430374,0.176967593
PL008,PL085,205439,0.086770833
PL008,PL086,299166,0.130347222
PL008,PL088,421048,0.167013889
PL008,PL090,259269,0.148842593
PL008,PL091,310730,0.13431713
PL008,PL094,421359,0.16724537
PL008,PL095,35933,0.021909722
PL008,PL097,55631,0.025138889
PL008,PL098,364321,0.167824074
PL008,PL099,70204,0.051469907
PL008,PL100,316493,0.155451389
PL008,PL101,468514,0.188171296
PL008,PL102,109597,0.074826389
PL008,PL103,411840,0.163564815
PL008,PL104,49480,0.026261574
PL008,PL105,85558,0.042303241
PL008,PL106,78654,0.03681713
PL008,PL107,246959,0.101863426
PL008,PL109,489203,0.193263889
PL008,PL110,79859,0.050185185
PL008,PL111,383422,0.180289352
PL008,PL112,51482,0.026550926
PL008,PL113,85271,0.037858796
PL008,PL114,251256,0.147141204
PL008,PL115,690554,0.282291667
PL008,PL116,80008,0.049247685
PL008,PL117,33620,0.032465278
PL008,PL118,689333,0.279513889
PL010,PL011,370714,0.166550926
PL010,PL012,579436,0.240949074
PL010,PL013,428862,0.221574074
PL010,PL015,63568,0.030902778
PL010,PL016,575017,0.238993056
PL010,PL017,567153,0.234398148
PL010,PL018,63030,0.029513889
PL010,PL019,625924,0.259074074
PL010,PL020,583007,0.247083333
PL010,PL022,614977,0.256585648
PL010,PL023,698896,0.267453704
PL010,PL024,349837,0.162696759
PL010,PL026,627924,0.284699074
PL010,PL027,606893,0.25224537
PL010,PL028,586567,0.239814815
PL010,PL029,378642,0.17375
PL010,PL030,294868,0.138333333
PL010,PL031,96498,0.044988426
PL010,PL032,549262,0.236493056
PL010,PL033,544425,0.240763889
PL010,PL034,606911,0.264178241
PL010,PL035,569062,0.268356481
PL010,PL036,290459,0.140208333
PL010,PL037,276884,0.130844907
PL010,PL040,484663,0.197916667
PL010,PL041,326069,0.167118056
PL010,PL043,338792,0.178773148
PL010,PL044,388347,0.174456019
PL010,PL045,631751,0.234178241
PL010,PL046,576874,0.275173611
PL010,PL047,578509,0.242256944
PL010,PL048,470550,0.215740741
PL010,PL049,406555,0.202337963
PL010,PL050,605431,0.239236111
PL010,PL051,401658,0.198287037
PL010,PL052,332343,0.127523148
PL010,PL054,386440,0.17
PL010,PL055,451191,0.219479167
PL010,PL056,563991,0.23462963
PL010,PL057,141161,0.084594907
PL010,PL058,346229,0.183125
PL010,PL059,352680,0.179097222
PL010,PL060,584399,0.254027778
PL010,PL061,570282,0.240243056
PL010,PL062,559173,0.238576389
PL010,PL063,516858,0.253703704
PL010,PL064,625449,0.258287037
PL010,PL065,536627,0.225833333
PL010,PL066,607046,0.239560185
PL010,PL067,624021,0.262013889
PL010,PL068,580247,0.25630787
PL010,PL069,603436,0.266053241
PL010,PL070,603009,0.223657407
PL010,PL071,639780,0.265069444
PL010,PL072,516680,0.222268519
PL010,PL073,260774,0.101053241
PL010,PL074,497889,0.207407407
PL010,PL075,566669,0.236770833
PL010,PL076,609919,0.256111111
PL010,PL077,440032,0.167939815
PL010,PL078,414153,0.200185185
PL010,PL079,610174,0.225787037
PL010,PL080,657293,0.245266204
PL010,PL081,582875,0.243923611
PL010,PL082,563681,0.241342593
PL010,PL083,301613,0.137175926
PL010,PL084,379249,0.173368056
PL010,PL085,587260,0.283703704
PL010,PL086,691576,0.268657407
PL010,PL088,403012,0.185277778
PL010,PL090,392494,0.183796296
PL010,PL091,424203,0.211041667
PL010,PL094,384276,0.169351852
PL010,PL095,622135,0.255416667
PL010,PL097,590960,0.240462963
PL010,PL098,281397,0.133773148
PL010,PL099,607585,0.263865741
PL010,PL100,385926,0.178773148
PL010,PL101,324636,0.148055556
PL010,PL102,588103,0.245115741
PL010,PL103,388667,0.172777778
PL010,PL104,606940,0.249479167
PL010,PL105,551755,0.2328125
PL010,PL106,563545,0.233391204
PL010,PL107,605046,0.227013889
PL010,PL109,357000,0.221689815
PL010,PL110,601695,0.253958333
PL010,PL111,333729,0.144490741
PL010,PL112,601338,0.247106481
PL010,PL113,568633,0.242824074
PL010,PL114,417441,0.203287037
PL010,PL115,49770,0.026759259
PL010,PL116,599680,0.252372685
PL010,PL117,610169,0.25568287
PL010,PL118,421897,0.217233796
PL011,PL012,430378,0.173981481
PL011,PL013,496277,0.235775463
PL011,PL015,323571,0.148912037
PL011,PL016,425959,0.172013889
PL011,PL017,375549,0.154039352
PL011,PL018,323032,0.147523148
PL011,PL019,392885,0.168900463
PL011,PL020,418727,0.17275463
PL011,PL022,343994,0.142268519
PL011,PL023,288131,0.128101852
PL011,PL024,35763,0.021759259
PL011,PL026,259894,0.129375
PL011,PL027,429317,0.172777778
PL011,PL028,361282,0.147210648
PL011,PL029,8906,0.008842593
PL011,PL030,282590,0.114606481
PL011,PL031,339097,0.155590278
PL011,PL032,181232,0.081168981
PL011,PL033,176395,0.085439815
PL011,PL034,321375,0.137071759
PL011,PL035,494015,0.20150463
PL011,PL036,236841,0.099131944
PL011,PL037,302318,0.123611111
PL011,PL040,314890,0.142060185
PL011,PL041,45630,0.034027778
PL011,PL043,394645,0.18224537
PL011,PL044,14692,0.015486111
PL011,PL045,220986,0.094826389
PL011,PL046,486314,0.200347222
PL011,PL047,422051,0.172268519
PL011,PL048,346448,0.164305556
PL011,PL049,530469,0.22962963
PL011,PL050,206547,0.100243056
PL011,PL051,525572,0.225578704
PL011,PL052,193125,0.096319444
